PRP$	13	9.29441119905e-05
VBG	441	0.0031529502606
FW	44	0.000314580071352
VBN	875	0.00625585369167
POS	1268	0.00906562569261
''	1	7.14954707619e-06
VBP	827	0.00591267543201
WDT	616	0.00440412099893
JJ	1424	0.0101809550365
WP	440	0.00314580071352
VBZ	2064	0.0147566651653
DT	316	0.00225925687608
NONE	84	0.0006005619544
RP	2	1.42990941524e-05
$	34	0.000243084600591
NN	12641	0.0903774245902
)	1212	0.00866525105635
(	345	0.00246659374129
RBR	2	1.42990941524e-05
VBD	2730	0.019518263518
,	33266	0.237836833037
.	30547	0.218397214536
TO	1533	0.0109602556678
PRP	125	0.000893693384524
RB	548	0.00391795179775
:	1788	0.0127833901722
NNS	1382	0.0098806740593
NNP	12723	0.0909636874504
VB	64	0.000457571012876
WRB	118	0.000843646554991
CC	10319	0.0737761762792
PDT	4	2.85981883048e-05
RBS	7	5.00468295333e-05
#	1	7.14954707619e-06
CD	235	0.00168014356291
EX	3	2.14486412286e-05
IN	21623	0.154594656429
WP$	22	0.000157290035676
MD	130	0.000929441119905
NNPS	24	0.000171589129829
JJS	21	0.0001501404886
JJR	7	5.00468295333e-05
